Brand,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,CO2 in g/km,Weight in kg
FORD,114.0,7.1,6.0,6.4,168.0,2057
FORD,114.0,8.3,6.1,6.9,181.0,2083
FORD,114.0,8.0,5.8,6.6,173.0,2001
FORD,114.0,8.3,6.1,6.9,181.0,2083
FORD,114.0,7.1,6.0,6.4,168.0,2024
FORD,114.0,7.3,6.1,6.5,172.0,2109
FORD,114.0,7.1,6.0,6.4,168.0,2024
FORD,114.0,7.3,6.1,6.5,172.0,2109
FORD,114.0,7.1,6.0,6.4,168.0,2024
FORD,114.0,7.3,6.1,6.5,172.0,2109
FORD,114.0,7.1,6.0,6.4,168.0,2024
FORD,114.0,7.3,6.1,6.5,172.0,2109
FORD,114.0,7.1,6.0,6.4,168.0,2024
FORD,114.0,7.3,6.1,6.5,172.0,2109
FORD,114.0,7.1,6.0,6.4,168.0,2024
FORD,114.0,7.3,6.1,6.5,172.0,2109
FORD,114.0,8.3,6.1,6.9,181.0,2135
FORD,114.0,8.0,5.8,6.6,173.0,2050
FORD,114.0,8.3,6.1,6.9,181.0,2135
FORD,92.0,7.1,6.0,6.4,168.0,1975
FORD,92.0,7.1,6.0,6.4,168.0,2057
FORD,92.0,7.1,6.0,6.4,168.0,1975
FORD,92.0,7.1,6.0,6.4,168.0,2057
FORD,92.0,7.1,6.0,6.4,168.0,1975
FORD,92.0,7.1,6.0,6.4,168.0,2057
FORD,92.0,7.1,6.0,6.4,168.0,1975
FORD,92.0,7.1,6.0,6.4,168.0,2057
FORD,92.0,7.1,6.0,6.4,168.0,1975
FORD,92.0,7.1,6.0,6.4,168.0,2057
FORD,92.0,7.1,6.0,6.4,168.0,1975
FORD,92.0,7.1,6.0,6.4,168.0,2057
FORD,92.0,8.3,6.1,6.9,181.0,2083
FORD,92.0,8.0,5.8,6.6,173.0,2001
FORD,92.0,8.3,6.1,6.9,181.0,2083
FORD,92.0,7.1,6.0,6.4,168.0,2024
FORD,92.0,7.3,6.1,6.5,172.0,2109
FORD,92.0,7.1,6.0,6.4,168.0,2024
FORD,92.0,7.3,6.1,6.5,172.0,2109
FORD,92.0,7.1,6.0,6.4,168.0,2024
FORD,92.0,7.3,6.1,6.5,172.0,2109
FORD,92.0,7.1,6.0,6.4,168.0,2024
FORD,92.0,7.3,6.1,6.5,172.0,2109
FORD,92.0,7.1,6.0,6.4,168.0,2024
FORD,92.0,7.3,6.1,6.5,172.0,2109
FORD,92.0,7.1,6.0,6.4,168.0,2024
FORD,92.0,7.3,6.1,6.5,172.0,2109
FORD,92.0,8.3,6.1,6.9,181.0,2135
FORD,92.0,8.0,5.8,6.6,173.0,2050
FORD,92.0,8.3,6.1,6.9,181.0,2135
FORD,74.0,7.1,6.0,6.4,168.0,1975
FORD,74.0,7.1,6.0,6.4,168.0,2057
FORD,74.0,7.1,6.0,6.4,168.0,1975
FORD,74.0,7.1,6.0,6.4,168.0,2057
FORD,74.0,7.1,6.0,6.4,168.0,1975
FORD,74.0,7.1,6.0,6.4,168.0,2057
FORD,74.0,7.1,6.0,6.4,168.0,1975
FORD,74.0,7.1,6.0,6.4,168.0,2057
FORD,74.0,7.1,6.0,6.4,168.0,1975
FORD,74.0,7.1,6.0,6.4,168.0,2057
FORD,74.0,7.1,6.0,6.4,168.0,1975
FORD,74.0,7.1,6.0,6.4,168.0,2057
FORD,74.0,7.1,6.0,6.4,168.0,2024
FORD,74.0,7.3,6.1,6.5,172.0,2109
FORD,74.0,7.1,6.0,6.4,168.0,2024
FORD,74.0,7.3,6.1,6.5,172.0,2109
FORD,74.0,7.1,6.0,6.4,168.0,2024
FORD,74.0,7.3,6.1,6.5,172.0,2109
FORD,74.0,7.1,6.0,6.4,168.0,2024
FORD,74.0,7.3,6.1,6.5,172.0,2109
FORD,74.0,7.1,6.0,6.4,168.0,2024
FORD,74.0,7.3,6.1,6.5,172.0,2109
FORD,74.0,7.1,6.0,6.4,168.0,2024
FORD,74.0,7.3,6.1,6.5,172.0,2109
HONDA,110.0,6.8,4.4,5.3,138.0,1702
HONDA,110.0,6.9,4.5,5.4,141.0,1702
HONDA,110.0,8.2,5.1,6.2,162.0,1770
HONDA,110.0,6.9,4.6,5.5,143.0,1773
HONDA,110.0,7.0,4.7,5.6,146.0,1773
HONDA,110.0,8.3,5.3,6.4,167.0,1836
HONDA,73.0,6.6,4.7,5.4,128.0,1346
HONDA,73.0,6.7,4.7,5.4,129.0,1346
HONDA,73.0,6.7,4.7,5.4,129.0,1343
HONDA,73.0,6.7,4.8,5.5,131.0,1346
HONDA,73.0,6.7,4.8,5.5,131.0,1343
HONDA,104.0,7.3,4.9,5.8,136.0,1332
HONDA,104.0,7.3,4.9,5.8,136.0,1359
HONDA,104.0,7.3,4.9,5.8,137.0,1332
HONDA,104.0,7.6,5.2,6.1,145.0,1414
HONDA,104.0,7.6,5.2,6.1,145.0,1415
HONDA,104.0,8.7,4.8,6.3,148.0,1444
HONDA,104.0,8.7,4.8,6.3,148.0,1440
HONDA,104.0,8.7,5.0,6.4,150.0,1449
HONDA,104.0,8.7,5.0,6.4,150.0,1444
HONDA,110.0,5.2,3.9,4.4,115.0,1558
HONDA,88.0,4.0,3.3,3.6,94.0,1489
HONDA,88.0,4.0,3.3,3.6,94.0,1499
HONDA,88.0,4.1,3.5,3.7,98.0,1489
HONDA,88.0,4.1,3.5,3.7,98.0,1499
HONDA,88.0,4.1,3.5,3.7,98.0,1499
HONDA,114.0,8.9,6.2,7.2,168.0,1579
HONDA,114.0,8.9,6.2,7.2,168.0,1579
HONDA,114.0,10.1,6.2,7.7,179.0,1723
HONDA,114.0,10.1,6.2,7.7,179.0,1723
HONDA,110.0,6.5,5.1,5.6,149.0,1823
HONDA,110.0,6.3,5.0,5.5,144.0,1823
HONDA,110.0,6.7,5.3,5.8,154.0,1823
HONDA,110.0,6.5,5.1,5.7,149.0,1823
HONDA,110.0,6.7,5.3,5.8,154.0,1823
HONDA,110.0,8.0,5.7,6.6,174.0,1876
HONDA,110.0,7.9,5.6,6.5,169.0,1876
HONDA,110.0,8.1,5.8,6.7,175.0,1876
HONDA,110.0,8.2,6.0,6.8,180.0,1876
HONDA,88.0,4.8,4.3,4.5,119.0,1670
HONDA,88.0,5.0,4.5,4.7,124.0,1670
HONDA,89.0,6.1,4.7,5.2,122.0,1282
HONDA,65.0,4.3,4.0,4.1,96.0,1315
HONDA,65.0,4.5,4.2,4.3,99.0,1315
HONDA,73.0,6.7,4.9,5.6,129.0,1184
HONDA,73.0,6.6,4.8,5.5,126.0,1184
HONDA,66.0,6.6,4.6,5.3,123.0,1142
HONDA,66.0,6.6,4.6,5.3,123.0,1142
HONDA,73.0,6.6,4.8,5.5,126.0,1184
HONDA,73.0,6.9,4.7,5.5,128.0,1212
HONDA,73.0,6.7,4.9,5.6,129.0,1184
HONDA,73.0,6.7,4.9,5.6,129.0,1184
HONDA,73.0,6.6,4.8,5.5,126.0,1184
HONDA,65.0,4.6,4.4,4.5,104.0,1281
HYUNDAI,232.0,16.2,8.9,11.6,270.0,2055
HYUNDAI,48.5,6.0,4.0,4.7,108.0,1008
HYUNDAI,64.0,8.0,5.1,6.2,142.0,1036
HYUNDAI,64.0,6.5,4.1,4.9,114.0,1016
HYUNDAI,55.0,4.4,3.3,3.7,97.0,1165
HYUNDAI,55.0,4.4,3.3,3.7,97.0,1165
HYUNDAI,55.0,4.9,3.4,4.0,103.0,1165
HYUNDAI,55.0,4.9,3.4,4.0,103.0,1165
HYUNDAI,66.0,4.7,3.4,3.9,102.0,1240
HYUNDAI,66.0,4.9,3.5,4.1,106.0,1240
HYUNDAI,66.0,4.9,3.5,4.1,106.0,1230
HYUNDAI,61.8,6.0,4.1,4.8,112.0,1055
HYUNDAI,61.8,6.0,4.1,4.8,112.0,1055
HYUNDAI,61.8,6.6,4.2,5.1,119.0,1055
HYUNDAI,61.8,6.6,4.2,5.1,119.0,1055
HYUNDAI,55.2,6.0,4.1,4.8,112.0,1055
HYUNDAI,73.6,7.1,4.3,5.3,122.0,1135
HYUNDAI,73.6,7.2,4.6,5.5,127.0,1135
HYUNDAI,73.6,7.2,4.6,5.5,127.0,1085
HYUNDAI,137.0,9.6,6.0,7.3,169.0,1455
HYUNDAI,66.0,5.1,3.7,4.2,109.0,1486
HYUNDAI,81.0,4.6,3.9,4.2,109.0,1531
HYUNDAI,81.0,4.4,3.6,3.9,102.0,1504
HYUNDAI,81.0,4.2,3.4,3.6,94.0,1504
HYUNDAI,81.0,4.2,3.5,3.8,99.0,1504
HYUNDAI,73.6,7.1,4.7,5.6,129.0,1389
HYUNDAI,73.6,7.5,4.9,5.8,135.0,1389
HYUNDAI,99.0,7.7,4.6,5.7,134.0,1417
HYUNDAI,99.0,6.7,4.4,5.3,123.0,1417
HYUNDAI,66.0,5.1,3.7,4.2,109.0,1526
HYUNDAI,81.0,4.6,3.9,4.2,109.0,1571
HYUNDAI,81.0,4.4,3.6,3.9,102.0,1544
HYUNDAI,104.0,5.4,4.5,4.8,125.0,1736
HYUNDAI,104.0,5.6,4.6,5.0,129.0,1736
HYUNDAI,104.0,4.8,4.1,4.3,114.0,1719
HYUNDAI,104.0,5.2,4.4,4.7,123.0,1719
HYUNDAI,85.0,4.9,3.8,4.2,110.0,1709
HYUNDAI,104.0,5.4,4.5,4.8,125.0,1767
HYUNDAI,104.0,5.6,4.6,5.0,129.0,1767
HYUNDAI,104.0,4.8,4.1,4.3,114.0,1752
HYUNDAI,104.0,5.2,4.4,4.7,123.0,1752
HYUNDAI,85.0,4.9,3.8,4.2,110.0,1742
HYUNDAI,66.0,5.0,4.2,4.5,119.0,1446
HYUNDAI,85.0,5.7,4.2,4.7,125.0,1455
HYUNDAI,85.0,5.1,4.0,4.4,117.0,1455
HYUNDAI,66.2,7.2,5.3,6.0,140.0,1343
HYUNDAI,91.5,7.4,5.7,6.4,148.0,1355
HYUNDAI,91.5,7.1,5.2,5.9,139.0,1355
HYUNDAI,91.5,8.3,5.5,6.5,154.0,1370
HYUNDAI,135.0,8.8,5.7,6.9,180.0,1787
HYUNDAI,135.0,8.8,5.8,6.9,182.0,1787
HYUNDAI,100.0,6.8,4.6,5.4,141.0,1685
HYUNDAI,100.0,7.0,4.7,5.6,146.0,1685
HYUNDAI,100.0,6.9,4.7,5.5,145.0,1754
HYUNDAI,100.0,7.1,4.8,5.7,149.0,1754
HYUNDAI,85.0,6.0,4.8,5.2,135.0,1612
HYUNDAI,85.0,6.3,5.0,5.4,143.0,1612
HYUNDAI,99.0,7.5,5.8,6.4,149.0,1502
HYUNDAI,145.0,7.1,4.7,5.6,147.0,1938
HYUNDAI,145.0,7.1,4.7,5.6,147.0,1938
HYUNDAI,145.0,8.8,5.4,6.7,175.0,2043
HYUNDAI,145.0,7.3,4.7,5.7,149.0,2004
HYUNDAI,110.0,8.1,4.9,6.1,159.0,1938
HYUNDAI,145.0,8.9,5.5,6.8,178.0,2076
HYUNDAI,145.0,7.5,5.2,6.1,159.0,2038
HYUNDAI,137.0,9.4,5.8,7.1,165.0,1435
HYUNDAI,137.0,9.3,5.5,6.9,157.0,1405
FORD,125.0,6.0,4.1,4.8,124.0,1645
FORD,125.0,6.0,4.2,4.9,128.0,1750
FORD,125.0,5.6,3.7,4.4,114.0,1615
FORD,125.0,5.7,3.8,4.5,118.0,1723
FORD,155.0,8.6,5.0,6.3,146.0,1585
FORD,155.0,8.8,5.2,6.5,151.0,1585
FORD,155.0,8.6,5.0,6.3,146.0,1585
FORD,155.0,8.8,5.2,6.5,151.0,1585
FORD,155.0,8.6,5.0,6.3,146.0,1585
FORD,155.0,8.8,5.2,6.5,151.0,1585
FORD,155.0,8.6,5.0,6.3,146.0,1585
FORD,155.0,8.8,5.2,6.5,151.0,1585
FORD,225.0,8.0,5.1,5.9,139.0,1800
FORD,225.0,8.2,5.1,6.2,144.0,1825
FORD,225.0,9.4,5.1,6.6,154.0,1876
FORD,225.0,9.6,5.3,6.8,159.0,1901
FORD,235.0,15.3,7.8,10.5,246.0,1769
FORD,235.0,15.3,7.8,10.5,246.0,1791
FORD,235.0,16.7,8.3,11.4,264.0,1953
FORD,235.0,14.9,7.4,10.2,235.0,1816
FORD,235.0,14.9,7.4,10.2,235.0,1839
FORD,175.0,10.3,5.9,7.5,199.0,1941
FORD,175.0,10.3,5.9,7.5,199.0,1955
FORD,125.0,5.9,4.4,4.9,129.0,1919
FORD,125.0,5.9,4.4,4.9,129.0,1935
FORD,225.0,8.7,5.3,6.2,145.0,1938
FORD,175.0,10.8,7.2,8.5,224.0,2035
FORD,235.0,16.0,8.6,11.3,265.0,1929
FORD,175.0,10.8,7.3,8.6,225.0,2175
FORD,235.0,16.8,9.4,12.1,282.0,2062
FORD,287.0,18.9,9.8,13.1,307.0,2136
FORD,175.0,10.8,7.3,8.6,225.0,2184
JAGUAR ROVER,250.0,11.7,6.5,8.4,199.0,1853
JAGUAR ROVER,250.0,11.7,6.5,8.4,199.0,1853
JAGUAR ROVER,250.0,13.5,7.6,9.8,234.0,1843
JAGUAR ROVER,280.0,12.0,6.6,8.6,203.0,1853
JAGUAR ROVER,280.0,13.5,7.6,9.8,234.0,1843
JAGUAR ROVER,405.0,15.3,8.0,10.7,255.0,1887
JAGUAR ROVER,250.0,11.7,6.5,8.4,199.0,1830
JAGUAR ROVER,250.0,11.7,6.5,8.4,199.0,1830
JAGUAR ROVER,250.0,13.5,7.6,9.8,234.0,1820
JAGUAR ROVER,280.0,12.0,6.6,8.6,203.0,1830
JAGUAR ROVER,280.0,13.5,7.6,9.8,234.0,1820
JAGUAR ROVER,405.0,15.3,8.0,10.7,255.0,1878
JAGUAR ROVER,280.0,12.4,6.9,8.9,211.0,1932
JAGUAR ROVER,405.0,16.2,8.5,11.3,269.0,1970
JAGUAR ROVER,280.0,12.4,6.9,8.9,211.0,1909
JAGUAR ROVER,405.0,16.2,8.5,11.3,269.0,1961
JAGUAR ROVER,375.0,16.9,8.6,11.6,270.0,2090
JAGUAR ROVER,375.0,16.9,8.6,11.6,270.0,2090
JAGUAR ROVER,405.0,16.9,8.6,11.6,270.0,2090
JAGUAR ROVER,202.0,7.5,5.0,6.0,159.0,2041
JAGUAR ROVER,177.0,7.5,5.0,6.0,159.0,2041
JAGUAR ROVER,147.0,6.1,4.5,5.1,135.0,1983
JAGUAR ROVER,147.0,6.2,4.7,5.2,139.0,1983
JAGUAR ROVER,120.0,5.8,4.4,4.9,129.0,1983
JAGUAR ROVER,120.0,6.1,4.5,5.1,135.0,1983
JAGUAR ROVER,177.0,11.6,6.1,8.1,189.0,1873
JAGUAR ROVER,250.0,13.7,7.3,9.6,229.0,2031
JAGUAR ROVER,147.0,6.1,4.5,5.1,135.0,1999
JAGUAR ROVER,147.0,6.2,4.7,5.2,139.0,2062
JAGUAR ROVER,120.0,5.8,4.4,4.9,129.0,1999
JAGUAR ROVER,120.0,6.1,4.5,5.1,135.0,2062
JAGUAR ROVER,202.0,7.5,5.2,6.1,163.0,2127
JAGUAR ROVER,177.0,7.5,5.2,6.1,163.0,2127
JAGUAR ROVER,405.0,19.1,9.0,12.7,297.0,2130
JAGUAR ROVER,405.0,16.9,8.6,11.6,270.0,2050
JAGUAR ROVER,202.0,7.1,5.5,6.1,159.0,2045
JAGUAR ROVER,202.0,7.7,5.6,6.3,167.0,2119
JAGUAR ROVER,250.0,14.4,7.8,9.9,234.0,2110
JAGUAR ROVER,250.0,14.4,7.8,9.9,234.0,2150
PSA GROUP,103.0,6.8,4.9,5.6,147.0,1947
PSA GROUP,103.0,6.4,4.6,5.3,139.0,1828
PSA GROUP,200.0,13.9,7.7,10.0,232.0,1906
PSA GROUP,125.0,7.1,5.1,5.8,154.0,1953
PSA GROUP,200.0,13.9,7.7,10.0,232.0,1934
PSA GROUP,100.0,7.9,5.9,6.6,172.0,1730
PSA GROUP,120.0,7.9,5.9,6.6,172.0,1730
PSA GROUP,100.0,7.4,5.4,6.1,161.0,1678
PSA GROUP,184.0,9.3,6.5,7.5,198.0,2522
PSA GROUP,184.0,9.3,6.5,7.5,198.0,2522
PSA GROUP,344.0,20.7,10.1,14.0,327.0,2458
PSA GROUP,210.0,18.9,10.8,13.8,225.0,2354
PSA GROUP,147.0,8.3,6.5,7.1,187.0,2033
PSA GROUP,147.0,9.3,7.2,8.0,209.0,2033
PSA GROUP,147.0,9.7,7.1,8.1,213.0,2075
PSA GROUP,147.0,10.2,7.7,8.6,227.0,2075
PSA GROUP,209.0,15.4,8.5,11.0,256.0,1996
PSA GROUP,209.0,15.6,8.8,11.3,263.0,1996
PSA GROUP,147.0,9.6,7.5,8.3,217.0,2238
PSA GROUP,147.0,10.3,7.9,8.8,230.0,2253
PSA GROUP,209.0,16.1,9.2,11.7,273.0,2125
HYUNDAI,85.0,6.1,4.3,4.9,129.0,1682
HYUNDAI,85.0,5.9,4.4,4.9,129.0,1682
HYUNDAI,100.0,7.7,5.1,6.1,159.0,1711
HYUNDAI,100.0,5.9,4.6,5.0,132.0,1692
HYUNDAI,99.0,8.4,5.3,6.4,149.0,1580
HYUNDAI,99.0,8.7,5.5,6.6,154.0,1580
HYUNDAI,85.0,6.1,4.3,4.9,129.0,1706
HYUNDAI,85.0,5.9,4.4,4.9,129.0,1706
HYUNDAI,100.0,7.7,5.1,6.1,159.0,1724
HYUNDAI,100.0,5.9,4.6,5.0,132.0,1716
HYUNDAI,99.0,8.4,5.3,6.4,149.0,1606
HYUNDAI,99.0,8.7,5.5,6.6,154.0,1606
HYUNDAI,81.0,5.2,3.8,4.3,114.0,1490
HYUNDAI,99.0,8.0,4.9,6.1,140.0,1408
HYUNDAI,99.0,8.0,4.8,6.1,140.0,1384
HYUNDAI,150.0,9.7,6.1,7.4,171.0,1448
HYUNDAI,66.0,5.3,3.5,4.1,109.0,1489
HYUNDAI,66.0,5.4,3.8,4.3,114.0,1489
HYUNDAI,81.0,7.2,4.5,5.5,145.0,1509
HYUNDAI,81.0,5.2,3.8,4.3,114.0,1499
HYUNDAI,81.0,4.8,3.7,4.1,108.0,1499
HYUNDAI,73.2,7.2,4.6,5.6,130.0,1382
HYUNDAI,73.2,7.4,4.8,5.8,135.0,1382
HYUNDAI,99.0,8.0,4.9,6.1,140.0,1421
HYUNDAI,99.0,8.0,4.8,6.1,140.0,1392
HYUNDAI,150.0,9.7,6.1,7.4,171.0,1471
HYUNDAI,66.0,5.5,3.9,4.5,117.0,1538
HYUNDAI,94.0,7.5,4.6,5.6,149.0,1563
HYUNDAI,94.0,5.3,4.0,4.5,117.0,1547
HYUNDAI,81.0,7.5,4.6,5.6,149.0,1563
HYUNDAI,99.0,8.5,5.3,6.4,144.0,1472
HYUNDAI,99.0,7.5,5.0,6.0,134.0,1445
HYUNDAI,99.0,7.8,5.1,6.1,138.0,1445
HYUNDAI,110.0,5.9,5.0,5.1,119.0,1723
HYUNDAI,48.5,5.8,3.8,4.5,105.0,1034
HYUNDAI,48.5,5.8,3.8,4.5,105.0,1039
HYUNDAI,62.5,6.3,3.8,4.7,109.0,1071
HYUNDAI,62.5,6.3,3.8,4.7,109.0,1076
HYUNDAI,55.0,4.1,3.3,3.6,94.0,1280
HYUNDAI,66.0,4.7,3.4,3.9,102.0,1329
HYUNDAI,80.0,7.2,4.5,5.5,127.0,1236
HYUNDAI,61.8,6.3,4.2,5.0,115.0,1192
HYUNDAI,61.8,6.3,4.2,5.0,115.0,1207
HYUNDAI,147.0,7.7,6.1,6.7,177.0,1953
HYUNDAI,147.0,7.6,5.3,6.1,161.0,1932
HYUNDAI,94.0,7.5,5.2,6.0,158.0,1406
HYUNDAI,94.0,6.1,4.4,5.0,132.0,1383
HYUNDAI,120.0,7.1,5.2,5.8,147.0,1565
HYUNDAI,135.0,9.1,6.0,7.1,187.0,1787
HYUNDAI,135.0,9.1,6.1,7.2,189.0,1787
HYUNDAI,100.0,6.6,4.9,5.5,147.0,1685
HYUNDAI,100.0,7.0,5.2,5.9,153.0,1685
HYUNDAI,100.0,8.7,5.8,6.9,179.0,1787
HYUNDAI,100.0,8.9,5.9,7.0,183.0,1787
HYUNDAI,100.0,6.8,5.1,5.7,149.0,1754
HYUNDAI,100.0,7.0,5.4,6.0,156.0,1754
HYUNDAI,85.0,6.0,4.8,5.2,135.0,1612
HYUNDAI,85.0,6.3,5.0,5.4,143.0,1612
HYUNDAI,99.0,7.5,5.8,6.4,149.0,1502
HYUNDAI,66.0,5.0,4.2,4.5,119.0,1445
HYUNDAI,85.0,5.7,4.2,4.7,125.0,1455
HYUNDAI,85.0,5.1,4.0,4.4,117.0,1455
HYUNDAI,66.2,6.6,5.1,5.6,130.0,1343
HYUNDAI,66.2,6.6,5.1,5.6,130.0,1343
HYUNDAI,91.5,7.1,5.2,5.9,139.0,1355
HYUNDAI,91.5,8.3,5.5,6.5,154.0,1369
RENAULT,61.0,12.2,8.0,9.5,216.0,1285
RENAULT,61.0,12.2,8.0,9.5,216.0,1360
RENAULT,59.5,15.2,9.5,11.5,179.0,1360
VW GROUP,545.0,27.3,11.3,17.2,398.0,1640
VW GROUP,545.0,27.3,11.3,17.2,398.0,1640
VW GROUP,545.0,27.3,11.3,17.2,398.0,1680
VW GROUP,515.0,24.7,10.7,16.0,370.0,1765
VW GROUP,515.0,24.7,10.7,16.0,370.0,1765
VW GROUP,515.0,24.7,10.7,16.0,370.0,1765
VW GROUP,530.0,24.7,10.7,16.0,370.0,1765
VW GROUP,530.0,24.7,10.7,16.0,370.0,1765
VW GROUP,515.0,24.7,10.7,16.0,370.0,1815
VW GROUP,515.0,24.7,10.7,16.0,370.0,1815
VW GROUP,515.0,24.7,10.7,16.0,370.0,1815
VW GROUP,530.0,24.7,10.7,16.0,370.0,1815
VW GROUP,530.0,24.7,10.7,16.0,370.0,1815
VW GROUP,405.0,22.0,9.9,14.4,341.0,1545
VW GROUP,405.0,22.0,9.9,14.4,341.0,1545
VW GROUP,412.0,22.0,9.9,14.4,341.0,1545
VW GROUP,412.0,22.0,9.9,14.4,341.0,1545
VW GROUP,405.0,20.1,9.2,13.3,315.0,1545
VW GROUP,405.0,20.1,9.2,13.3,315.0,1545
VW GROUP,412.0,20.1,9.2,13.3,315.0,1545
VW GROUP,412.0,20.1,9.2,13.3,315.0,1545
VW GROUP,412.0,22.6,10.2,14.7,351.0,1575
VW GROUP,412.0,22.6,10.2,14.7,351.0,1575
VW GROUP,412.0,20.7,9.6,13.7,325.0,1575
VW GROUP,412.0,20.7,9.6,13.7,325.0,1575
VW GROUP,405.0,22.7,10.3,14.8,354.0,1675
VW GROUP,405.0,22.7,10.3,14.8,354.0,1675
VW GROUP,405.0,20.8,9.7,13.8,330.0,1675
VW GROUP,405.0,20.8,9.7,13.8,330.0,1675
VW GROUP,412.0,22.7,10.3,14.8,354.0,1705
VW GROUP,412.0,22.7,10.3,14.8,354.0,1705
VW GROUP,412.0,20.8,9.7,13.8,330.0,1705
VW GROUP,412.0,20.8,9.7,13.8,330.0,1705
VW GROUP,419.0,22.2,10.0,14.4,344.0,1505
VW GROUP,419.0,22.2,10.0,14.4,344.0,1505
VW GROUP,419.0,20.4,9.4,13.5,319.0,1505
VW GROUP,419.0,20.4,9.4,13.5,319.0,1505
VW GROUP,419.0,22.4,10.1,14.6,350.0,1640
VW GROUP,419.0,22.4,10.1,14.6,350.0,1640
VW GROUP,419.0,20.5,9.6,13.6,327.0,1640
VW GROUP,419.0,20.5,9.6,13.6,327.0,1640
VW GROUP,449.0,17.8,9.4,12.5,290.0,1607
PSA GROUP,88.0,8.1,5.2,6.3,146.0,1395
PSA GROUP,88.0,8.1,5.2,6.3,146.0,1395
PSA GROUP,88.0,8.1,5.2,6.3,146.0,1395
PSA GROUP,88.0,10.5,6.7,8.1,131.0,1395
PSA GROUP,88.0,5.7,3.9,4.6,120.0,1485
PSA GROUP,88.0,5.8,4.0,4.7,122.0,1485
PSA GROUP,88.0,5.8,4.0,4.7,122.0,1485
PSA GROUP,88.0,5.8,4.0,4.7,122.0,1485
PSA GROUP,88.0,5.8,4.0,4.7,122.0,1485
PSA GROUP,88.0,5.6,3.7,4.5,117.0,1485
PSA GROUP,88.0,5.6,3.7,4.5,117.0,1485
PSA GROUP,139.5,7.3,4.7,5.7,149.0,1505
PSA GROUP,85.0,5.8,4.0,4.7,122.0,1485
PSA GROUP,85.0,5.8,4.0,4.7,122.0,1485
PSA GROUP,121.0,6.7,4.2,5.1,135.0,1505
PSA GROUP,121.0,6.7,4.2,5.1,135.0,1505
PSA GROUP,77.0,5.7,3.9,4.6,120.0,1485
PSA GROUP,77.0,5.5,3.7,4.4,115.0,1485
PSA GROUP,77.0,5.5,3.7,4.4,115.0,1485
PSA GROUP,125.0,13.6,7.0,9.4,221.0,1856
PSA GROUP,125.0,13.6,7.0,9.4,221.0,1856
PSA GROUP,70.0,7.2,4.6,5.6,130.0,1340
PSA GROUP,70.0,8.0,4.9,6.0,140.0,1335
PSA GROUP,70.0,5.0,3.6,4.1,109.0,1385
PSA GROUP,70.0,5.4,3.7,4.3,114.0,1380
PSA GROUP,210.0,13.9,6.7,9.4,219.0,1972
PSA GROUP,210.0,14.3,7.1,9.7,227.0,1972
PSA GROUP,210.0,14.7,6.9,9.8,229.0,2078
PSA GROUP,176.0,9.5,5.7,7.1,185.0,2117
PSA GROUP,176.0,9.6,5.9,7.2,191.0,2117
PSA GROUP,140.0,9.5,5.7,7.1,185.0,2117
PSA GROUP,130.9,10.5,6.3,7.9,207.0,2330
PSA GROUP,120.0,10.5,6.3,7.9,207.0,2330
PSA GROUP,208.0,15.8,7.9,10.8,252.0,2215
PSA GROUP,51.0,6.4,4.1,4.9,115.0,1040
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1040
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1040
PSA GROUP,51.0,6.4,4.3,5.1,118.0,1040
PSA GROUP,51.0,6.4,4.3,5.1,118.0,1040
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1040
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1040
PSA GROUP,70.0,4.7,3.2,3.8,99.0,1125
PSA GROUP,70.0,4.7,3.2,3.8,99.0,1125
PSA GROUP,70.0,4.7,3.2,3.8,99.0,1125
PSA GROUP,70.0,4.7,3.2,3.8,99.0,1125
PSA GROUP,70.0,4.7,3.2,3.8,99.0,1125
PSA GROUP,62.5,4.9,3.7,4.1,97.0,1055
PSA GROUP,62.5,4.8,3.7,4.1,95.0,1055
PSA GROUP,62.5,4.8,3.7,4.1,95.0,1055
PSA GROUP,62.5,4.9,3.7,4.1,97.0,1055
PSA GROUP,62.5,4.9,3.7,4.1,97.0,1055
PSA GROUP,62.5,4.8,3.7,4.1,95.0,1055
PSA GROUP,62.5,4.8,3.7,4.1,95.0,1055
PSA GROUP,62.5,5.0,3.8,4.2,99.0,1050
PSA GROUP,62.5,4.9,3.8,4.2,97.0,1050
PSA GROUP,62.5,4.9,3.8,4.2,97.0,1050
PSA GROUP,62.5,5.0,3.8,4.2,99.0,1050
PSA GROUP,62.5,5.0,3.8,4.2,99.0,1050
PSA GROUP,62.5,4.9,3.8,4.2,97.0,1050
PSA GROUP,62.5,4.9,3.8,4.2,97.0,1050
JAGUAR ROVER,155.0,8.6,7.3,7.8,207.0,2772
JAGUAR ROVER,155.0,8.6,7.3,7.8,207.0,2772
JAGUAR ROVER,155.0,8.6,7.3,7.8,207.0,2772
JAGUAR ROVER,155.0,8.6,7.3,7.8,207.0,2772
JAGUAR ROVER,188.0,8.7,7.6,8.0,213.0,2772
JAGUAR ROVER,188.0,8.7,7.6,8.0,213.0,2772
JAGUAR ROVER,250.0,14.4,9.8,11.5,269.0,2599
JAGUAR ROVER,250.0,14.4,9.8,11.5,269.0,2599
