Brand,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,CO2 in g/km,Weight in kg
DAIMLER,140.0,12.3,7.6,9.3,243.0,2859
DAIMLER,140.0,12.3,7.6,9.3,243.0,2859
DAIMLER,140.0,10.9,7.4,8.7,228.0,2585
DAIMLER,140.0,10.9,7.4,8.7,228.0,2585
DAIMLER,140.0,11.1,7.5,8.8,231.0,2859
DAIMLER,140.0,11.1,7.5,8.8,231.0,2859
DAIMLER,140.0,9.5,7.4,8.2,215.0,2585
DAIMLER,140.0,9.5,7.4,8.2,215.0,2585
DAIMLER,140.0,9.6,7.5,8.3,217.0,2859
DAIMLER,140.0,9.6,7.5,8.3,217.0,2859
DAIMLER,140.0,11.1,7.5,8.8,231.0,2585
DAIMLER,140.0,11.1,7.5,8.8,231.0,2585
DAIMLER,140.0,11.2,7.6,8.9,233.0,2859
DAIMLER,140.0,11.2,7.6,8.9,233.0,2859
DAIMLER,140.0,9.6,7.5,8.3,217.0,2585
DAIMLER,140.0,9.6,7.5,8.3,217.0,2585
DAIMLER,140.0,9.7,7.6,8.4,220.0,2859
DAIMLER,140.0,9.7,7.6,8.4,220.0,2859
DAIMLER,140.0,12.6,7.2,9.2,240.0,2585
DAIMLER,140.0,12.7,7.3,9.3,242.0,2859
DAIMLER,140.0,11.6,7.2,8.8,230.0,2585
DAIMLER,140.0,11.7,7.3,8.9,232.0,2859
DAIMLER,140.0,13.1,7.5,9.6,250.0,2585
DAIMLER,140.0,13.1,7.5,9.6,250.0,2585
DAIMLER,140.0,13.3,7.6,9.7,253.0,2859
DAIMLER,140.0,13.3,7.6,9.7,253.0,2859
DAIMLER,140.0,12.1,7.5,9.2,240.0,2585
DAIMLER,140.0,12.1,7.5,9.2,240.0,2585
DAIMLER,140.0,12.3,7.6,9.3,243.0,2859
DAIMLER,140.0,12.3,7.6,9.3,243.0,2859
DAIMLER,140.0,10.9,7.4,8.7,228.0,2585
DAIMLER,140.0,10.9,7.4,8.7,228.0,2585
DAIMLER,140.0,11.1,7.5,8.8,231.0,2859
DAIMLER,140.0,11.1,7.5,8.8,231.0,2859
DAIMLER,140.0,9.5,7.4,8.2,215.0,2585
DAIMLER,140.0,9.5,7.4,8.2,215.0,2585
DAIMLER,140.0,9.6,7.5,8.3,217.0,2859
DAIMLER,140.0,9.6,7.5,8.3,217.0,2859
DAIMLER,140.0,11.1,7.5,8.8,231.0,2585
DAIMLER,140.0,11.1,7.5,8.8,231.0,2585
DAIMLER,140.0,11.2,7.6,8.9,233.0,2859
DAIMLER,140.0,11.2,7.6,8.9,233.0,2859
DAIMLER,140.0,9.6,7.5,8.3,217.0,2585
DAIMLER,140.0,9.6,7.5,8.3,217.0,2585
DAIMLER,140.0,9.7,7.6,8.4,220.0,2859
DAIMLER,140.0,9.7,7.6,8.4,220.0,2859
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.8,5.0,5.7,149.0,1976
DAIMLER,120.0,7.3,5.2,5.9,154.0,1976
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.8,5.0,5.7,149.0,2000
DAIMLER,120.0,7.3,5.2,5.9,154.0,2000
DAIMLER,120.0,6.3,5.3,5.7,149.0,1985
DAIMLER,120.0,6.3,5.3,5.7,149.0,1985
DAIMLER,120.0,6.3,5.3,5.7,149.0,1985
DAIMLER,120.0,6.3,5.3,5.7,149.0,1985
DAIMLER,120.0,6.3,5.3,5.7,149.0,1985
DAIMLER,120.0,6.3,5.3,5.7,149.0,1985
DAIMLER,120.0,6.8,5.0,5.7,149.0,1985
DAIMLER,120.0,7.3,5.2,5.9,154.0,1985
DAIMLER,120.0,6.8,5.0,5.7,149.0,1985
DAIMLER,120.0,7.3,5.2,5.9,154.0,1985
DAIMLER,120.0,6.8,5.0,5.7,149.0,1985
DAIMLER,120.0,7.3,5.2,5.9,154.0,1985
DAIMLER,120.0,6.3,5.3,5.7,149.0,2010
DAIMLER,120.0,6.3,5.3,5.7,149.0,2010
DAIMLER,120.0,6.3,5.3,5.7,149.0,2010
DAIMLER,120.0,6.3,5.3,5.7,149.0,2010
DAIMLER,120.0,6.3,5.3,5.7,149.0,2010
DAIMLER,120.0,6.3,5.3,5.7,149.0,2010
DAIMLER,120.0,6.8,5.0,5.7,149.0,2010
DAIMLER,120.0,7.3,5.2,5.9,154.0,2010
DAIMLER,120.0,6.8,5.0,5.7,149.0,2010
DAIMLER,120.0,7.3,5.2,5.9,154.0,2010
DAIMLER,120.0,6.8,5.0,5.7,149.0,2010
DAIMLER,120.0,7.3,5.2,5.9,154.0,2010
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,7.7,5.2,6.1,159.0,1976
DAIMLER,100.0,7.9,5.3,6.3,164.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
DAIMLER,100.0,6.6,5.3,5.8,152.0,1976
